Date,Open,High,Low,Close,perct
2007-11-05,5931.9,5948.55,5819.6,5847.3,30.03102171520061
2007-11-06,5847.1,5957.2,5759.95,5786.5,27.766921692666074
2007-11-07,5782.4,5861.35,5744.3,5782.35,27.984727755644087
2007-11-08,5779.3,5780.8,5646.75,5698.75,26.78962766845028
2007-11-09,5703.45,5794.2,5614.9,5663.25,24.571070344463507
2007-11-12,5660.6,5660.6,5477.5,5617.1,18.695785392035674
2007-11-13,5612.35,5758.85,5591.6,5695.4,19.965034596792023
2007-11-14,5703.95,5950.2,5700.05,5937.9,22.746018129011574
2007-11-15,5942.7,5966.95,5895.65,5912.1,19.86740197072301
2007-11-16,5913.15,5948.05,5817.4,5906.85,19.599704384623948
2007-11-19,5908.05,5981.8,5893.8,5907.65,19.575953850824803
2007-11-20,5911.25,5923.7,5755.8,5780.9,15.605283418823916
2007-11-21,5778.8,5790.05,5530.85,5561.05,10.748105589134397
2007-11-22,5564.65,5608.65,5394.35,5519.35,8.885469377287222
2007-11-23,5524.3,5638.6,5514.75,5608.6,7.634144469179404
2007-11-26,5611.3,5772.55,5608.95,5731.7,10.041949449473478
2007-11-27,5729.25,5743.55,5655.6,5698.15,9.8788048246671
2007-11-28,5699.55,5749.95,5595.5,5617.55,10.470787201824933
2007-11-29,5617.8,5725.0,5612.1,5634.6,5.76939321413488
2007-11-30,5633.9,5782.55,5632.65,5762.75,5.904676143307384
2007-12-03,5765.45,5878.8,5754.6,5865.0,6.156728236965691
2007-12-04,5870.2,5897.25,5840.3,5858.35,7.923363883387836
2007-12-05,5861.9,5949.3,5859.95,5940.0,4.754514672686241
2007-12-06,5941.05,6027.05,5919.8,5954.7,5.057294836848641
2007-12-07,5963.6,6042.1,5894.8,5974.3,7.464968611156081
2007-12-10,5974.0,6015.3,5923.35,5960.6,11.392263128387214
2007-12-11,5960.4,6111.2,5960.4,6097.25,16.91082008705156
2007-12-12,6067.05,6175.65,6005.45,6159.3,18.81365740740742
2007-12-13,6159.25,6185.4,6040.4,6058.1,10.676507663920205
2007-12-14,6056.2,6078.55,6015.05,6047.7,10.03520646270573
2007-12-17,6037.95,6039.95,5740.6,5777.0,3.735892762549483
2007-12-18,5777.6,5874.6,5710.6,5742.3,0.7014713361275255
2007-12-19,5730.25,5840.8,5676.7,5751.15,-2.6202610948373604
2007-12-20,5751.75,5799.5,5742.75,5766.5,-1.7422790202342924
2007-12-24,5771.3,6001.05,5771.3,5985.1,1.4311982578190623
2007-12-26,5988.45,6085.25,5988.45,6070.75,3.482514979246389
2007-12-27,6069.0,6110.85,6060.2,6081.5,2.513316701503612
2007-12-28,6079.55,6098.6,6021.9,6079.7,3.974483949857202
2007-12-31,6095.0,6167.75,6095.0,6138.6,6.084852674328189
2008-01-01,6136.75,6165.35,6109.85,6144.35,6.260430447828313
2008-01-02,6144.7,6197.0,6060.85,6179.4,8.43430576880894
2008-01-03,6184.25,6230.15,6126.4,6178.55,9.099015582925006
2008-01-04,6179.1,6300.05,6179.1,6274.3,11.699987538053435
2008-01-07,6271.0,6289.8,6193.35,6279.1,10.248621694701
2008-01-08,6282.45,6357.1,6221.6,6287.85,5.893497701207508
2008-01-09,6287.55,6338.3,6231.25,6272.0,6.087515434447994
2008-01-10,6278.1,6347.0,6142.9,6156.95,4.234067227033009
2008-01-11,6166.65,6224.2,6112.55,6200.1,4.950360972637185
2008-01-14,6208.8,6244.15,6172.0,6206.8,7.367364943174962
2008-01-15,6226.35,6260.45,6053.3,6074.25,9.22847304016328
2008-01-16,6065.0,6065.0,5825.75,5935.75,7.544366637375759
2008-01-17,5937.95,6013.15,5880.3,5913.2,5.430945333951428
2008-01-18,5907.75,5908.75,5677.0,5705.3,-0.46059633267616107
2008-01-21,5705.0,5705.0,4977.1,5208.8,-8.587875012065311
2008-01-22,5203.35,5203.35,4448.5,4899.3,-12.785823001130382
2008-01-23,4903.05,5328.05,4891.6,5203.4,-7.652717140524629
2008-01-24,5208.0,5357.2,4995.8,5033.45,-12.655416250921874
2008-01-25,5035.05,5399.25,5035.05,5383.35,-8.212276214833764
2008-01-28,5380.95,5380.95,5071.0,5274.1,-9.972944600442105
2008-01-29,5279.55,5391.6,5225.25,5280.8,-11.0976430976431
2008-01-30,5283.75,5314.3,5142.25,5167.6,-13.218130216467657
2008-01-31,5172.25,5251.65,5071.15,5137.45,-14.007498786468702
2008-02-01,5140.6,5339.95,5090.75,5317.25,-10.793376505720914
2008-02-04,5315.55,5545.2,5315.55,5463.5,-10.394030095534873
2008-02-05,5463.75,5500.6,5412.95,5483.9,-10.965531797444527
2008-02-06,5470.4,5470.4,5257.05,5322.55,-12.141595549759828
2008-02-07,5322.55,5344.6,5113.85,5133.25,-15.120624369595049
2008-02-08,5132.1,5173.85,5034.25,5120.35,-11.366626276614156
2008-02-11,5120.55,5126.4,4803.6,4857.0,-15.417167337129726
2008-02-12,4877.85,4949.6,4820.45,4838.25,-15.873347069716488
2008-02-13,4836.55,4986.55,4836.55,4929.45,-14.51573744905923
2008-02-14,4944.65,5220.25,4944.65,5202.0,-13.084158994837182
2008-02-15,5202.85,5315.4,5104.75,5302.9,-12.648354816126513
2008-02-18,5304.45,5348.6,5224.0,5276.9,-13.230288580120046
2008-02-19,5278.4,5368.45,5262.0,5280.8,-13.140451009095827
2008-02-20,5267.15,5267.15,5116.3,5154.45,-16.032157169387162
2008-02-21,5156.9,5241.35,5120.05,5191.8,-15.502860351379724
2008-02-22,5183.4,5184.0,5092.8,5110.75,-17.29375020228501
2008-02-25,5112.25,5212.35,5055.15,5200.7,-15.826528878134837
2008-02-26,5200.8,5281.2,5200.8,5270.05,-16.005769567919927
2008-02-27,5271.4,5368.15,5249.75,5268.4,-16.096255832842303
2008-02-28,5266.35,5302.85,5227.15,5285.1,-15.947422409885732
2008-02-29,5285.0,5290.8,5098.35,5223.5,-16.717155612244895
2008-03-03,5222.8,5222.8,4936.05,4953.0,-19.554324787435334
2008-03-04,4958.55,4976.7,4812.95,4864.25,-21.54562023193175
2008-03-05,4866.85,4936.75,4847.25,4921.4,-20.70954437069021
2008-03-07,4918.3,4918.3,4672.25,4771.6,-21.445445939827962
2008-03-10,4767.8,4814.95,4620.5,4800.4,-19.127321736933
2008-03-11,4796.3,4888.5,4732.85,4865.9,-17.711222349996632
2008-03-12,4869.75,5019.2,4854.75,4872.0,-14.605717490754216
2008-03-13,4868.7,4868.8,4580.15,4623.6,-11.234833358931041
2008-03-14,4623.8,4758.95,4607.55,4745.8,-3.133100647031199
2008-03-17,4745.45,4745.45,4482.1,4503.1,-13.458507898681617
2008-03-18,4519.9,4617.95,4468.55,4533.0,-9.942484776842917
2008-03-19,4534.75,4718.4,4533.9,4573.95,-15.035247568892984
2008-03-24,4576.8,4649.45,4539.8,4609.85,-12.594565897499095
2008-03-25,4616.8,4896.8,4616.8,4877.5,-7.637100439327384
2008-03-26,4878.7,4912.3,4808.65,4828.85,-6.555267435560026
2008-03-27,4828.8,4863.75,4769.6,4830.25,-5.979620239613041
2008-03-28,4830.0,4970.8,4796.35,4942.0,-7.0572194273355535
2008-03-31,4942.15,4947.0,4703.85,4734.5,-13.343095085567853
2008-04-01,4735.65,4800.75,4628.75,4739.55,-13.573369317456539
2008-04-02,4741.4,4916.75,4741.4,4754.2,-10.678152389362253
2008-04-03,4753.9,4833.25,4738.2,4771.6,-7.045244240977937
2008-04-04,4766.7,4791.7,4632.7,4647.0,-9.244485240266783
2008-04-07,4631.35,4798.55,4628.8,4761.2,-1.972410953263335
2008-04-08,4760.65,4769.55,4677.8,4709.65,-2.657985841988335
2008-04-09,4707.05,4758.25,4667.5,4747.05,-3.70020996257189
2008-04-10,4747.55,4799.5,4720.9,4733.0,-9.015763168012299
2008-04-11,4734.35,4817.4,4727.25,4777.8,-9.902129023741708
2008-04-15,4779.95,4917.1,4708.3,4879.65,-7.528094146184316
2008-04-16,4881.65,4951.4,4874.05,4887.3,-7.451522496591423
2008-04-17,4890.6,4984.95,4889.65,4958.4,-3.8035095888019157
2008-04-21,4955.9,5053.4,4955.9,5037.0,-2.981624869987286
2008-04-22,5037.05,5074.25,4994.05,5049.3,-1.2023675585774924
2008-04-23,5044.35,5083.5,5003.55,5022.8,-3.4206933682004177
2008-04-24,5022.9,5072.7,4991.35,4999.85,-5.127086080777218
2008-04-25,4999.15,5117.7,4999.15,5111.7,-2.974337559790442
2008-04-28,5112.5,5147.45,5079.15,5089.65,-3.698132485667273
2008-04-29,5092.4,5210.9,5082.15,5195.5,-0.5360390542739566
2008-04-30,5198.35,5230.75,5155.85,5165.9,4.298405007066421
2008-05-02,5265.3,5298.85,5197.6,5228.2,7.482140103818665
2008-05-05,5227.25,5254.5,5182.6,5192.25,5.503515259885418
2008-05-06,5192.35,5206.5,5110.9,5144.65,7.818132282672451
2008-05-07,5156.7,5159.05,5101.25,5135.5,6.980668277643545
2008-05-08,5135.8,5143.05,5062.45,5081.7,4.4349452310980695
2008-05-09,5070.85,5087.65,4969.4,4982.6,2.2701149425287355
2008-05-12,4981.0,5021.75,4913.8,5012.65,8.414438965308406
2008-05-13,5008.6,5066.0,4943.75,4957.8,4.467107758439042
2008-05-14,4958.45,5026.1,4932.05,5011.75,11.295551953098965
2008-05-15,5010.9,5118.55,4999.6,5115.25,12.844694462828144
2008-05-16,5115.65,5167.4,5106.4,5157.7,12.762491938040426
2008-05-20,5157.0,5160.05,5072.4,5104.95,10.740045771554378
2008-05-21,5105.7,5135.55,5048.7,5117.65,4.923628908252169
2008-05-22,5117.0,5118.9,5010.7,5025.45,4.071362746823752
2008-05-23,5026.55,5059.05,4940.7,4946.55,2.407742870451841
2008-05-26,4953.6,4953.6,4858.0,4875.05,-1.3547146904087413
2008-05-27,4877.15,4932.0,4846.2,4859.8,2.6465307846657424
2008-05-28,4862.7,4926.9,4835.65,4918.35,3.772510048422319
2008-05-29,4926.3,4957.4,4801.9,4835.3,1.7058600816120588
2008-05-30,4844.05,4908.85,4833.45,4870.1,2.0642970911224836
2008-06-02,4869.25,4908.8,4713.0,4739.6,1.9926834516892598
2008-06-03,4739.3,4739.3,4634.0,4715.9,-0.9514408132403673
2008-06-04,4718.7,4731.5,4564.5,4585.6,-2.63395369082626
2008-06-05,4586.95,4690.6,4536.25,4676.95,-1.4767065861956468
2008-06-06,4680.55,4746.3,4614.25,4627.8,-2.2226917388548486
2008-06-09,4626.45,4626.45,4411.6,4500.95,-5.794507932521256
2008-06-10,4522.0,4522.55,4369.8,4449.8,-8.809033434775031
2008-06-11,4469.65,4541.05,4468.05,4523.6,-7.441736746260702
2008-06-12,4524.4,4550.0,4392.0,4539.35,-8.451314940303305
2008-06-13,4539.5,4563.35,4491.35,4517.1,-10.321620011911847
2008-06-16,4536.3,4617.7,4536.3,4572.5,-9.442893074287525
2008-06-17,4572.5,4664.05,4561.75,4653.0,-7.362427331368963
2008-06-18,4652.8,4679.75,4569.9,4582.4,-8.349250477514332
2008-06-19,4582.55,4585.7,4488.95,4504.25,-11.88352211593012
2008-06-20,4504.2,4532.0,4333.6,4347.55,-14.580570373208374
2008-06-23,4351.15,4351.15,4225.5,4266.4,-17.882783177749985
2008-06-24,4271.05,4305.9,4156.1,4191.1,-18.869896823399586
2008-06-25,4189.6,4264.55,4093.2,4252.65,-18.65938563941701
2008-06-26,4252.6,4324.75,4230.0,4315.85,-16.879002359285465
2008-06-27,4315.3,4315.3,4119.2,4136.65,-19.593169603374378
2008-06-30,4136.25,4163.0,4021.7,4040.55,-21.32119559926005
2008-07-01,4039.75,4075.4,3878.2,3896.75,-23.31798413916603
2008-07-03,4094.6,4097.35,3874.85,3925.75,-21.210813631437404
2008-07-04,3926.65,4033.5,3896.4,4016.0,-19.882696777153797
2008-07-07,4002.0,4114.5,4002.0,4030.0,-18.71394570172255
2008-07-08,4028.7,4028.7,3896.05,3988.55,-20.416022347483405
2008-07-09,3990.9,4169.4,3990.9,4157.1,-18.731244807194173
2008-07-10,4155.65,4187.95,4110.4,4162.2,-19.30123892432674
2008-07-11,4166.0,4215.5,4014.45,4049.0,-20.68482551249278
2008-07-14,4047.45,4118.1,4004.25,4039.7,-21.063378699207647
2008-07-15,4039.3,4040.7,3835.5,3861.1,-23.169069436567867
2008-07-16,3861.55,3920.05,3790.2,3816.7,-22.84117213007046
2008-07-17,3823.15,3968.75,3823.15,3947.2,-19.032625306407127
2008-07-18,3962.95,4110.55,3926.3,4092.25,-15.793859829622619
2008-07-21,4092.2,4168.15,4072.75,4159.5,-15.42895483241331
2008-07-22,4158.45,4262.45,4137.95,4240.1,-12.309474076065598
2008-07-23,4246.7,4491.55,4246.7,4476.8,-8.07580953163179
2008-07-24,4476.2,4539.45,4385.85,4433.55,-6.457295974343836
2008-07-25,4440.85,4440.85,4297.15,4311.85,-8.56782374520239
2008-07-28,4282.25,4352.65,4282.25,4332.1,-5.528175157013266
2008-07-29,4332.2,4332.2,4159.15,4189.85,-10.41490715102789
2008-07-30,4191.2,4327.0,4191.2,4313.55,-6.7904835991183745
2008-07-31,4314.35,4342.0,4285.55,4332.95,-3.732545351536899
2008-08-01,4331.6,4422.95,4235.7,4413.55,-0.8146433547575214
2008-08-04,4426.1,4436.15,4362.9,4395.35,-2.835131311344952
2008-08-05,4395.8,4515.15,4376.0,4502.85,-0.8040798792778787
2008-08-06,4506.25,4615.9,4503.9,4517.55,0.009962143853357475
2008-08-07,4515.25,4580.15,4493.7,4523.85,-1.0639693821760403
2008-08-08,4518.35,4546.35,4464.0,4529.5,-2.6542015903718124
2008-08-11,4529.35,4625.2,4529.35,4620.4,0.8292597765363183
2008-08-12,4620.95,4649.85,4525.75,4552.25,1.0656602098018482
2008-08-13,4548.05,4572.65,4497.25,4529.05,4.174765097583702
2008-08-14,4524.2,4529.8,4421.25,4430.7,3.8510219388711846
2008-08-18,4430.7,4447.4,4379.85,4393.05,4.8185440576459655
2008-08-19,4393.1,4393.7,4316.55,4368.25,2.7183050568469156
2008-08-20,4365.45,4434.9,4365.45,4415.75,2.3147236349734044
2008-08-21,4416.2,4418.55,4271.3,4283.85,3.558434965491415
2008-08-22,4283.85,4337.0,4248.0,4327.45,7.1005184937694
2008-08-25,4317.95,4398.8,4317.95,4335.35,11.255533457368344
2008-08-26,4335.2,4345.05,4283.3,4337.5,10.488441699038404
2008-08-27,4336.85,4364.25,4282.65,4292.1,6.875000000000014
2008-08-28,4290.75,4304.5,4201.85,4214.0,4.565756823821346
2008-08-29,4230.6,4368.8,4230.6,4360.0,9.312908199721704
2008-09-01,4356.1,4365.0,4281.35,4348.65,4.607779461643929
2008-09-02,4358.85,4522.4,4343.1,4504.0,8.21200326750278
2008-09-04,4512.95,4514.6,4419.45,4447.75,9.848110644603608
2008-09-05,4444.7,4444.7,4328.9,4352.3,7.738198381067903
2008-09-08,4358.3,4558.0,4358.3,4482.3,16.088679391883147
2008-09-09,4485.15,4497.5,4418.95,4468.7,17.08282023737783
2008-09-10,4467.5,4467.5,4382.35,4400.25,11.477756384272396
2008-09-11,4397.25,4399.3,4272.75,4290.3,4.839635897122619
2008-09-12,4291.6,4323.9,4200.15,4228.45,1.6576511599951829
2008-09-15,4231.95,4237.25,3955.4,4072.9,-3.9433032239805783
2008-09-16,4072.55,4090.1,3919.35,4074.9,-8.977394567548245
2008-09-17,4074.8,4116.7,3974.6,4008.25,-9.592764263400667
2008-09-18,4005.25,4050.1,3799.55,4038.15,-6.3476234099052675
2008-09-19,4040.8,4262.65,4040.8,4245.25,-2.004801366542793
2008-09-22,4248.95,4303.25,4202.4,4223.05,0.7923911357208482
2008-09-23,4223.9,4224.7,4117.9,4126.9,-4.327062396402042
2008-09-24,4125.75,4207.95,4115.85,4161.25,-3.962658235151565
2008-09-25,4162.15,4172.6,4077.5,4110.55,-6.865221873548506
2008-09-26,4108.75,4110.7,3970.35,3985.25,-9.330314991980174
2008-09-29,3990.2,3997.55,3777.3,3850.05,-14.497484926213403
2008-09-30,3848.7,3966.85,3715.05,3921.2,-13.2007393388009
2008-10-01,3921.85,4000.5,3861.25,3950.75,-12.668412966831355
2008-10-03,3953.55,3969.55,3804.85,3818.3,-15.701512308201785
2008-10-06,3817.3,3820.85,3581.6,3602.35,-22.03380659683144
2008-10-07,3606.95,3732.65,3537.0,3606.6,-20.773244000219677
2008-10-08,3604.4,3604.4,3329.45,3513.65,-22.419712743290532
2008-10-10,3502.05,3502.05,3198.95,3279.95,-25.97219400997585
2008-10-13,3272.9,3510.2,3272.9,3490.7,-20.540399039391772
2008-10-14,3494.1,3648.25,3491.5,3518.65,-19.449436273107082
2008-10-15,3517.9,3518.5,3324.55,3338.4,-24.39789390250806
2008-10-16,3333.85,3333.85,3099.9,3269.3,-23.683135497274648
2008-10-17,3269.05,3335.95,3046.6,3074.35,-28.957007013368155
2008-10-20,3108.2,3238.4,3058.95,3122.8,-27.968906777999464
2008-10-21,3125.4,3254.85,3117.35,3234.9,-25.420172910662814
2008-10-22,3234.7,3235.75,3051.8,3065.15,-28.586239835977736
2008-10-23,3064.8,3085.1,2917.15,2943.15,-30.157807308970092
2008-10-24,2936.25,2936.25,2525.05,2584.0,-40.73394495412844
2008-10-27,2583.75,2585.3,2252.75,2524.2,-41.95439964126798
2008-10-28,2526.2,2695.95,2526.2,2684.6,-40.39520426287745
2008-10-29,2685.3,2781.25,2631.9,2697.05,-39.36147490304086
2008-10-31,2696.3,2921.35,2696.3,2885.6,-33.69942329343107
2008-11-03,2885.4,3062.05,2885.4,3043.85,-32.09178323628494
2008-11-04,3050.25,3152.3,2985.0,3142.1,-29.686486002640592
2008-11-05,3155.75,3240.55,2971.0,2994.95,-31.93682177149026
2008-11-06,2998.45,3007.8,2860.25,2892.65,-32.57697596904646
2008-11-07,2893.25,3010.0,2860.1,2973.0,-29.690548546157572
2008-11-10,2973.3,3161.25,2973.3,3148.25,-22.702496992315062
2008-11-11,3147.2,3147.2,2919.45,2938.65,-27.884119855701982
2008-11-12,2937.9,2975.2,2794.95,2848.45,-28.935320900642424
2008-11-14,2848.0,2938.8,2778.8,2810.35,-30.405012196178944
2008-11-17,2813.4,2835.7,2694.5,2799.55,-34.054531535245275
2008-11-18,2802.45,2802.45,2664.3,2683.15,-36.46416689359586
2008-11-19,2682.75,2772.4,2617.9,2635.0,-36.15062153190045
2008-11-20,2634.2,2634.2,2502.9,2553.15,-38.64463802943827
2008-11-21,2553.6,2718.6,2539.8,2693.45,-34.47470533140334
2008-11-24,2690.85,2740.35,2633.8,2708.25,-32.04315914936328
2008-11-25,2708.3,2790.7,2638.2,2654.0,-31.065830313892036
2008-11-26,2652.45,2762.6,2643.35,2752.25,-29.81102723656022
2008-11-28,2745.7,2779.0,2690.3,2755.1,-30.263873947984564
2008-12-01,2755.15,2832.85,2669.5,2682.9,-29.735746274520082
2008-12-02,2672.9,2672.9,2570.7,2657.8,-26.220383916054786
2008-12-03,2657.5,2693.65,2611.95,2656.45,-26.34475683469195
2008-12-04,2656.5,2793.8,2646.35,2788.0,-20.65231312168258
2008-12-05,2786.65,2821.15,2701.35,2714.4,-17.24264089391606
2008-12-08,2714.7,2861.55,2714.7,2784.0,-20.24522302117053
2008-12-10,2785.7,2940.15,2785.7,2928.25,-16.779162462876386
2008-12-11,2934.05,2945.3,2861.55,2920.15,-12.528456745746468
2008-12-12,2915.35,2936.8,2812.55,2921.35,-10.64295109044751
2008-12-15,2917.9,3012.1,2917.9,2981.2,-3.029908761201554
2008-12-16,2983.6,3052.55,2963.3,3041.75,-2.5954271807352427
2008-12-17,3040.45,3076.2,2943.5,2954.35,-8.672601935144826
2008-12-18,2955.35,3072.55,2922.65,3060.75,-0.14354925533824314
2008-12-19,3063.0,3106.8,3036.3,3077.5,4.564836994376776
2008-12-22,3077.25,3110.45,3027.8,3039.3,17.619969040247696
2008-12-23,3039.25,3040.0,2957.05,2968.65,17.60755883052056
2008-12-24,2967.4,2968.0,2900.45,2916.85,8.651195708857927
2008-12-26,2919.85,2960.95,2844.8,2857.25,5.939823140097516
2008-12-29,2857.15,2931.8,2812.9,2922.2,1.2683670640421383
2008-12-30,2922.55,2999.15,2899.75,2979.5,-2.11409892077468
2008-12-31,2979.8,3002.65,2937.35,2959.15,-5.822539066229581
2009-01-01,2963.3,3039.25,2963.3,3033.45,1.2854972537104175
2009-01-02,3034.6,3079.85,3021.8,3046.75,5.327295040879477
2009-01-05,3058.75,3131.95,3056.45,3121.45,4.993272788429181
2009-01-06,3121.5,3141.8,3056.1,3112.8,-1.1260223933931428
2009-01-07,3112.8,3147.2,2888.2,2920.4,-0.6210334677488021
2009-01-09,2919.95,2929.85,2810.25,2873.0,0.8618722463094031
2009-01-12,2868.85,2869.2,2748.55,2773.1,-1.3254576832067215
2009-01-13,2775.0,2802.6,2720.8,2744.95,-1.9503134432319627
2009-01-14,2748.4,2853.25,2748.4,2835.3,5.670573765909467
2009-01-15,2832.3,2832.3,2701.75,2736.7,3.859582542694497
2009-01-16,2737.0,2835.65,2724.2,2828.45,10.782758553159823
2009-01-19,2828.7,2868.2,2819.9,2846.2,5.671165234179213
2009-01-20,2842.9,2842.9,2758.0,2796.6,3.2622542232068668
2009-01-21,2777.4,2787.3,2690.2,2706.15,1.964958553127346
2009-01-22,2714.7,2744.85,2681.4,2713.8,-1.3970387864474532
2009-01-23,2705.45,2765.55,2661.65,2678.55,-2.778483539617426
2009-01-27,2686.05,2777.3,2685.25,2771.35,3.2968056953296667
2009-01-28,2771.1,2855.4,2765.6,2849.5,7.212732335013911
2009-01-29,2849.35,2873.85,2795.35,2823.95,6.305407592840055
2009-01-30,2824.05,2881.0,2774.1,2874.8,3.1133428981348743
2009-02-02,2872.35,2873.45,2760.7,2766.65,1.92491895078102
2009-02-03,2773.5,2831.7,2752.9,2783.9,-0.0035919540229798486
2009-02-04,2780.7,2842.2,2780.7,2803.05,-4.275591223426957
2009-02-05,2802.75,2816.8,2754.85,2780.05,-4.797698748351962
2009-02-06,2779.35,2852.5,2778.65,2843.1,-2.6785561469868497
2009-02-09,2843.05,2926.75,2840.15,2919.9,-2.056218972225949
2009-02-10,2919.7,2957.4,2891.75,2934.5,-3.5259307964165316
2009-02-11,2933.0,2937.5,2877.6,2925.7,-0.9697564608120217
2009-02-12,2927.4,2939.0,2886.55,2893.05,-5.479049252634155
2009-02-13,2896.95,2969.75,2896.85,2948.35,-4.196588139723801
2009-02-16,2948.25,2953.2,2839.1,2848.5,-6.277761326621274
2009-02-17,2853.85,2854.65,2757.3,2770.5,-6.674751149512403
2009-02-18,2755.15,2806.5,2736.65,2776.15,-4.823696796201375
2009-02-19,2776.7,2802.15,2767.6,2789.35,-2.3764108845918344
2009-02-20,2789.3,2789.3,2709.3,2736.45,-6.356512216822935
2009-02-24,2737.25,2746.2,2677.55,2733.9,-8.242993790904507
2009-02-25,2733.45,2789.35,2733.45,2762.5,-6.645489414189882
2009-02-26,2762.2,2797.8,2731.9,2785.65,-8.168916580131523
2009-02-27,2785.7,2787.2,2708.45,2763.65,-9.29186838434397
2009-03-02,2764.6,2764.6,2659.55,2674.6,-14.31546236524693
2009-03-03,2672.15,2688.5,2611.55,2622.4,-15.754304805962477
2009-03-04,2611.95,2655.7,2611.95,2645.2,-9.423366662101103
2009-03-05,2645.9,2663.9,2564.1,2576.7,-10.31326139923425
2009-03-06,2576.75,2628.1,2539.45,2620.15,-5.515488081929959
2009-03-09,2620.1,2621.25,2555.6,2573.15,-6.25876609774312
2009-03-12,2574.5,2646.1,2574.5,2617.45,-7.683490283215193
2009-03-13,2616.6,2726.15,2616.6,2719.25,-0.6376292615193506
2009-03-16,2716.05,2781.95,2701.95,2777.25,-1.8101787197935266
2009-03-17,2776.35,2805.6,2738.7,2757.45,-3.1181926779565714
2009-03-18,2757.65,2836.05,2752.25,2794.7,-0.06793964099264826
2009-03-19,2797.05,2822.25,2771.35,2807.15,3.732239528481429
2009-03-20,2807.35,2816.1,2773.65,2807.05,3.436141204215488
2009-03-23,2807.25,2949.75,2807.25,2939.9,9.757144723824453
2009-03-24,2923.8,3017.4,2914.5,2938.7,6.038573258520216
2009-03-25,2938.8,2996.5,2923.3,2984.35,4.732409194595547
2009-03-26,2982.25,3103.35,2982.25,3082.25,9.14676251350059
2009-03-27,3079.4,3123.35,3055.9,3108.65,8.134478920272699
2009-03-30,3108.75,3110.2,2962.4,2978.15,7.644624365207008
2009-03-31,2981.7,3054.3,2966.4,3020.95,8.515032867559881
2009-04-01,3023.85,3069.3,2965.7,3060.35,9.179286848254577
2009-04-02,3061.05,3228.75,3061.05,3211.05,15.50331828564235
2009-04-06,3211.35,3303.9,3211.35,3256.6,14.543983679786152
2009-04-08,3255.35,3357.05,3149.25,3342.95,14.488509880475348
2009-04-09,3346.0,3401.15,3307.05,3342.05,13.888226273641166
2009-04-13,3342.2,3417.8,3334.15,3382.6,15.616775472536489
2009-04-15,3381.45,3497.55,3311.8,3484.15,20.43172430479943
2009-04-16,3484.35,3511.25,3354.2,3369.5,14.284260688181533
2009-04-17,3369.5,3489.85,3359.25,3384.4,18.81341056696509
2009-04-20,3384.75,3441.1,3339.45,3377.1,21.894964807796427
2009-04-21,3376.85,3414.7,3309.35,3365.3,21.2218359958936
2009-04-22,3364.6,3401.1,3296.9,3330.3,19.393407066162368
2009-04-23,3330.5,3439.9,3310.5,3423.7,25.114655849732316
2009-04-24,3423.6,3491.35,3402.9,3480.75,27.318116975748936
2009-04-27,3481.3,3517.25,3435.3,3470.0,25.61085972850678
2009-04-28,3469.5,3471.95,3351.5,3362.35,20.702529032721245
2009-04-29,3371.65,3486.4,3366.7,3473.95,25.70151792014184
2009-05-04,3478.7,3664.5,3478.7,3654.0,36.618559784640695
2009-05-05,3664.5,3682.2,3618.75,3661.9,39.63926174496643
2009-05-06,3662.0,3717.05,3608.65,3625.05,37.04256766974143
2009-05-07,3617.15,3692.05,3617.15,3683.9,42.9696899134552
2009-05-08,3681.8,3711.25,3582.85,3620.7,38.18674503368126
2009-05-11,3615.75,3660.2,3534.55,3554.6,38.14196607271242
2009-05-12,3554.65,3691.65,3534.2,3681.1,40.636879405528305
2009-05-13,3668.75,3709.6,3610.2,3635.25,33.685758940884426
2009-05-14,3631.9,3631.9,3537.6,3593.45,29.388783868935093
2009-05-15,3597.85,3686.25,3597.85,3671.65,33.15381965221491
2009-05-18,3673.15,4384.3,3673.15,4323.15,54.691022292195925
2009-05-19,4324.95,4509.4,4167.65,4318.45,53.83752204192865
2009-05-20,4318.75,4362.85,4244.7,4270.3,52.127678523717066
2009-05-21,4270.35,4319.0,4199.2,4210.9,43.2327630191503
2009-05-22,4211.85,4249.5,4155.85,4238.5,44.23044203219112
2009-05-25,4238.1,4270.05,4205.1,4237.55,41.99239365355939
2009-05-26,4239.55,4256.05,4092.25,4116.7,33.561521615702816
2009-05-27,4117.3,4286.45,4115.25,4276.05,37.553278754443255
2009-05-28,4276.15,4354.85,4254.85,4337.1,45.630676762419625
2009-05-29,4340.75,4488.05,4340.75,4448.95,47.269898541849415
2009-06-01,4450.4,4545.4,4450.4,4529.9,48.01901743264659
2009-06-02,4530.45,4586.4,4451.3,4525.25,40.9274224941997
2009-06-03,4525.5,4574.9,4478.6,4530.7,39.123625867469144
2009-06-04,4530.3,4582.2,4453.45,4572.65,36.784875633796474
2009-06-05,4573.3,4636.85,4561.95,4586.9,37.24809622836281
2009-06-08,4582.35,4611.4,4404.65,4429.9,30.961390646248447
2009-06-09,4427.75,4562.45,4365.1,4550.95,30.618658783347428
2009-06-10,4551.7,4688.95,4551.7,4655.25,38.1584804867191
2009-06-11,4657.4,4679.55,4586.15,4637.7,37.03167474293818
2009-06-12,4637.55,4693.2,4566.15,4583.4,35.71999644665539
2009-06-15,4584.65,4601.05,4469.6,4484.0,33.242207232638975
