Date,Open,High,Low,Close,perct
2002-08-16,970.75,981.2,968.35,979.25,2.6951916522468764
2002-08-19,979.4,983.55,978.2,979.85,1.8608035760694293
2002-08-20,979.75,990.85,979.05,988.55,1.928133216476752
2002-08-21,988.6,994.25,984.35,988.45,1.270426719942634
2002-08-22,988.55,995.3,983.45,985.7,1.6552364255143743
2002-08-23,985.75,996.4,984.7,995.2,1.6287975491447497
2002-08-26,992.4,1001.45,986.15,998.85,1.93907230698575
2002-08-27,998.85,1003.3,985.7,987.7,-0.08598452278589264
2002-08-28,987.35,988.1,981.1,985.7,-0.27821336435833643
2002-08-29,985.85,989.4,981.45,987.25,0.1572486557776216
2002-08-30,987.65,1012.75,986.7,1010.6,1.5474276527331199
2002-09-02,1010.9,1024.65,1010.85,1013.5,1.466686689693148
2002-09-03,1013.65,1014.8,999.4,1001.1,1.3566872532145453
2002-09-04,1000.7,1008.8,990.85,1006.95,2.1558283453383353
2002-09-05,1006.9,1013.45,1004.2,1008.6,2.162572803241318
2002-09-06,1008.45,1008.45,992.7,995.2,-1.5238472194735664
2002-09-09,992.05,1005.85,985.25,998.55,-1.475086334484459
2002-09-11,998.6,1002.35,993.35,998.85,-0.22475277195084686
2002-09-12,998.95,1005.15,998.8,1001.65,-0.5263419236307669
2002-09-13,1001.4,1001.4,989.85,992.0,-1.645845726749954
2002-09-16,991.75,997.0,983.55,985.75,-0.9495578778135183
2002-09-17,985.75,996.8,985.75,994.9,-0.3655300185268544
2002-09-18,994.15,994.15,981.6,983.6,-1.5267557691344962
2002-09-19,983.45,985.25,970.8,976.05,-2.555782958119096
2002-09-20,975.6,975.6,960.7,969.6,-2.258064516129039
2002-09-23,969.85,974.75,967.35,970.3,-1.567334516865344
2002-09-24,969.95,969.95,960.2,966.2,-2.884712031359925
2002-09-25,964.65,971.85,960.5,970.05,-1.3775925172834604
2002-09-26,970.1,976.25,968.25,969.9,-0.6300906715844548
2002-09-27,969.95,978.0,969.25,976.45,0.7064768976897682
2002-09-30,976.15,976.15,961.55,963.15,-0.7368854993301
2002-10-01,961.15,964.2,950.3,955.2,-1.13848064582902
2002-10-03,955.35,957.9,945.8,948.2,-2.252461213339501
2002-10-04,948.1,951.8,944.5,948.2,-2.237344056088247
2002-10-07,947.8,956.35,946.25,954.75,-2.222336013108716
2002-10-08,954.8,963.15,952.5,960.8,-0.24399107096506611
2002-10-09,960.85,968.75,952.95,954.75,-0.04711055276382581
2002-10-10,954.8,960.45,945.0,958.45,1.080995570554748
2002-10-11,958.45,973.5,958.45,971.05,2.4098291499683455
2002-10-14,971.5,976.5,969.0,972.45,1.8538884524744788
2002-10-16,972.9,983.6,971.7,973.6,1.3322231473771922
2002-10-17,973.7,976.05,966.55,973.3,1.9429169939774908
2002-10-18,973.8,982.5,968.8,971.65,1.3772236423391888
2002-10-21,971.75,976.2,965.65,967.35,-0.38103084290200684
2002-10-22,967.5,976.35,961.65,962.5,-1.0231888528973343
2002-10-23,962.9,963.75,955.45,957.35,-1.669063270336892
2002-10-24,957.7,959.8,945.0,946.9,-2.7124216582759715
2002-10-25,946.8,946.8,929.25,932.2,-4.060103946894458
2002-10-28,932.35,934.9,920.1,922.7,-4.615702692923961
2002-10-29,922.55,939.7,921.65,936.9,-2.6597402597402606
2002-10-30,936.15,944.35,935.9,937.75,-2.047318117720792
2002-10-31,937.35,953.3,937.05,951.4,0.4752349772943347
2002-11-01,951.45,956.95,946.4,951.45,2.0650075091182174
2002-11-04,951.6,965.5,951.6,962.1,4.270076948087137
2002-11-05,962.85,963.7,957.2,962.3,2.7110684171202735
2002-11-07,962.35,970.2,957.95,960.7,2.4473473740335976
2002-11-08,960.5,960.95,954.35,956.95,0.5833508513769345
2002-11-11,957.55,958.55,952.1,954.05,0.2732671186084161
2002-11-12,953.9,960.85,948.05,959.85,-0.23386342376052482
2002-11-13,960.35,965.75,956.9,962.65,0.03637119401433608
2002-11-14,964.15,974.1,963.5,971.9,1.1658165920682677
2002-11-15,972.3,992.05,972.3,990.35,3.49025549924238
2002-11-18,990.35,1000.3,989.05,996.85,4.486138043079507
2002-11-20,996.85,1007.2,992.3,1001.6,4.349637964265241
2002-11-21,1001.8,1012.75,1001.8,1008.75,4.788864073131464
2002-11-22,1009.5,1026.0,1009.5,1020.15,4.964502520835467
2002-11-25,1020.9,1030.35,1017.5,1026.2,3.619932347149984
2002-11-26,1026.4,1040.45,1026.0,1036.15,3.9424186186487447
2002-11-27,1036.35,1042.2,1027.7,1031.1,2.945287539936075
2002-11-28,1031.25,1051.75,1031.25,1049.7,4.059479553903358
2002-11-29,1049.55,1057.45,1040.95,1050.15,2.940744008234091
2002-12-02,1050.15,1070.15,1050.15,1067.9,4.0635353732215975
2002-12-03,1067.7,1075.75,1051.8,1055.0,1.8192346667953387
2002-12-04,1055.75,1055.75,1034.1,1036.4,0.5140141596353658
2002-12-05,1036.75,1052.45,1036.75,1045.95,-0.35724492712203926
2002-12-06,1047.55,1072.25,1047.55,1069.8,1.8711612626767504
2002-12-09,1070.5,1085.75,1054.95,1058.65,-0.8661859724693386
2002-12-10,1058.35,1066.1,1045.65,1063.7,0.8246445497630361
2002-12-11,1064.1,1076.95,1062.3,1069.75,3.2178695484368802
2002-12-12,1069.95,1078.85,1066.8,1077.0,2.968593144987807
2002-12-13,1074.45,1087.35,1074.45,1086.2,1.53299682183588
2002-12-16,1089.0,1100.0,1075.55,1078.45,1.8703065224578381
2002-12-17,1078.7,1084.95,1069.0,1073.25,0.8978095327629916
2002-12-18,1073.2,1083.65,1072.85,1077.95,0.7665342369712675
2002-12-19,1077.85,1079.9,1070.5,1076.0,-0.09285051067780614
2002-12-20,1075.45,1084.95,1075.4,1079.3,-0.6352421285214689
2002-12-23,1079.3,1082.6,1073.35,1076.0,-0.2271778942000111
2002-12-24,1075.95,1087.0,1072.65,1085.0,1.094805497321218
2002-12-26,1085.05,1100.4,1085.05,1094.8,1.5631522797903301
2002-12-27,1095.65,1103.95,1095.6,1098.4,2.0817843866171017
2002-12-30,1095.8,1095.8,1084.35,1091.95,1.1720559621977316
2002-12-31,1091.85,1100.1,1091.7,1093.5,1.626394052044617
2003-01-01,1093.6,1102.1,1093.6,1100.15,1.3963133640553025
2003-01-02,1100.55,1105.6,1091.2,1093.05,-0.15984654731457226
2003-01-03,1094.45,1099.85,1087.3,1089.6,-0.8011653313911324
2003-01-06,1089.75,1093.05,1081.25,1084.35,-0.6960025642199952
2003-01-07,1084.4,1089.85,1078.95,1081.8,-1.069958847736629
2003-01-08,1082.4,1091.45,1082.3,1089.35,-0.9816843157751265
2003-01-09,1089.75,1099.15,1087.75,1097.35,0.3933946297058668
2003-01-10,1097.6,1103.25,1077.4,1080.25,-0.8581130690161416
2003-01-13,1080.25,1080.4,1070.75,1073.75,-0.9775441508737828
2003-01-14,1072.7,1080.8,1070.3,1078.95,-0.26344980587907685
2003-01-15,1077.9,1087.5,1077.8,1085.0,-0.3993206958277824
2003-01-16,1085.05,1091.35,1083.95,1088.35,-0.8201576525265466
2003-01-17,1089.3,1090.25,1083.2,1086.5,0.5785697755149357
2003-01-20,1086.25,1087.0,1074.2,1076.35,0.24214202561117304
2003-01-21,1076.3,1080.5,1074.1,1077.9,-0.09731683581259176
2003-01-22,1078.45,1086.2,1073.6,1082.9,-0.1935483870967687
2003-01-23,1081.4,1083.15,1069.05,1070.9,-1.6033445123351697
2003-01-24,1070.6,1075.2,1053.4,1056.05,-2.8025770823745972
2003-01-27,1057.8,1059.35,1030.35,1037.65,-3.5954847400938235
2003-01-28,1036.35,1047.95,1026.75,1046.2,-2.9409036088691067
2003-01-29,1059.8,1059.8,1033.3,1037.2,-4.220149598300864
2003-01-30,1037.15,1050.55,1031.35,1034.6,-3.389672238304243
2003-01-31,1034.75,1044.25,1026.2,1041.85,-1.3446333033473934
2003-02-03,1040.25,1056.6,1036.5,1055.3,1.7009588975087837
2003-02-04,1056.55,1063.7,1050.45,1054.8,0.8220225578283333
2003-02-05,1054.3,1054.65,1041.75,1047.4,0.9834168916313217
2003-02-06,1047.25,1065.95,1043.7,1063.6,2.803015658225405
2003-02-07,1063.75,1065.8,1055.5,1057.5,1.5021356241301476
2003-02-10,1058.2,1058.75,1047.15,1048.6,-0.6348905524495478
2003-02-11,1048.6,1055.8,1044.55,1048.0,-0.6446719757299917
2003-02-12,1048.15,1051.0,1040.4,1044.45,-0.2816497995035405
2003-02-14,1044.45,1047.05,1034.1,1036.0,-2.594960511470461
2003-02-17,1036.2,1060.5,1036.2,1058.2,0.06619385342790451
2003-02-18,1058.95,1065.15,1057.6,1059.3,1.0204081632653157
2003-02-19,1059.3,1068.8,1059.3,1064.3,1.5553435114503742
2003-02-20,1064.15,1071.7,1058.35,1065.6,2.024989228780697
2003-02-21,1065.6,1069.2,1061.1,1066.15,2.9102316602316733
2003-02-24,1066.2,1075.5,1066.2,1070.15,1.1292761292761355
2003-02-25,1070.1,1073.25,1054.9,1055.55,-0.35400736335316196
2003-02-26,1055.6,1059.6,1048.2,1049.65,-1.3764915907168813
2003-02-27,1049.6,1057.45,1044.9,1052.95,-1.1871246246246159
2003-02-28,1053.65,1068.65,1053.65,1063.4,-0.25793743844674566
2003-03-03,1063.55,1070.85,1057.55,1058.85,-1.0559267392421816
2003-03-04,1058.7,1058.7,1045.2,1046.6,-0.8478991994694667
2003-03-05,1046.55,1046.55,1029.9,1040.7,-0.8526651741056668
2003-03-06,1040.3,1040.75,1029.55,1031.25,-2.060876584833096
2003-03-07,1031.05,1031.05,1014.3,1017.1,-4.3539589994357755
2003-03-10,1017.1,1021.5,1004.35,1006.7,-4.925154648911544
2003-03-11,1006.65,1016.7,998.95,1014.55,-3.062296961589908
2003-03-12,1014.25,1017.75,1000.05,1001.7,-3.747477659267801
2003-03-13,1001.5,1006.4,994.2,999.65,-3.0642424242424227
2003-03-17,999.7,1000.85,982.7,993.0,-2.3694818601907315
2003-03-19,993.35,1011.45,992.9,1003.9,-0.27813648554683823
2003-03-20,1003.45,1028.9,1001.75,1025.25,1.0546547730520928
2003-03-21,1025.55,1033.7,1022.05,1030.55,2.8801038235000362
2003-03-22,1030.6,1039.8,1030.6,1037.15,3.751312959535852
2003-03-24,1037.15,1038.55,1011.95,1013.9,2.104733131923453
2003-03-25,1013.5,1013.5,998.4,1011.3,0.7371252116744671
2003-03-26,1011.55,1019.9,1004.85,1013.85,-1.1119239209948688
2003-03-27,1013.9,1013.9,999.6,1002.7,-2.7024404444228765
2003-03-28,1002.8,1006.3,996.75,1000.6,-3.524080412669335
2003-03-31,1000.6,1000.6,974.1,978.2,-3.521057303481598
2003-04-01,977.4,992.05,973.5,984.3,-2.6698309107089955
2003-04-02,984.45,1002.1,984.45,999.4,-1.425260146964547
2003-04-03,999.55,1010.75,999.55,1009.15,0.643263189388648
2003-04-04,1009.15,1018.25,1002.75,1016.95,1.6340195882470425
2003-04-07,1017.05,1033.45,1017.05,1031.5,5.448783479860978
2003-04-08,1032.0,1032.0,1016.6,1018.1,3.4339124250736717
2003-04-09,1018.0,1018.0,1002.3,1004.85,0.5453271963177855
2003-04-10,1003.8,1003.8,958.2,962.2,-4.652430263092697
2003-04-11,958.9,965.15,935.7,949.8,-6.603077830768484
2003-04-15,951.8,964.2,938.8,951.2,-7.784779447406692
2003-04-16,950.65,961.75,949.0,958.65,-5.839308515862882
2003-04-17,958.65,958.65,936.7,940.7,-6.384037418520165
2003-04-21,941.5,949.7,941.5,947.2,-1.5589274579089505
2003-04-22,947.1,951.4,937.85,943.5,-0.6632975363234408
2003-04-23,943.75,951.2,931.5,934.2,-1.7872161480235462
2003-04-24,934.2,943.15,927.8,929.7,-3.019871694570483
2003-04-25,929.45,931.35,921.1,924.3,-1.743382587434894
2003-04-28,922.85,931.05,920.0,929.5,-1.8686655405405475
2003-04-29,929.75,936.9,929.75,932.3,-1.1870694223635354
2003-04-30,935.25,935.55,929.85,934.05,-0.016056518946712117
2003-05-02,930.9,940.2,930.8,938.3,0.9250295794342094
2003-05-05,937.45,948.95,936.65,945.4,2.2828086119225333
2003-05-06,945.85,955.0,943.2,951.85,2.404518558364714
2003-05-07,950.4,956.65,948.9,950.15,1.9146197575887527
2003-05-08,950.15,951.3,938.7,941.55,0.8029548739360877
2003-05-09,941.6,941.65,935.8,937.85,-0.04795907492271567
2003-05-12,938.5,944.45,934.0,936.0,-0.9942881320076111
2003-05-13,936.9,945.8,936.7,944.2,-0.8036980616693796
2003-05-14,944.2,953.45,943.15,952.15,0.21049308003999556
2003-05-15,952.15,961.6,951.15,959.85,1.943603632308438
2003-05-16,959.85,974.4,959.85,973.1,3.7585967905315414
2003-05-19,973.7,979.85,964.6,966.55,3.2638888888888857
2003-05-20,964.65,974.05,959.8,971.55,2.8966320694767944
2003-05-21,972.05,980.75,965.55,968.0,1.6646536785170412
2003-05-22,967.95,972.4,960.05,963.25,0.35422201385632945
2003-05-23,963.5,972.9,962.4,967.9,-0.5343746788613686
2003-05-26,967.85,983.9,967.1,982.45,1.6450261238425412
2003-05-27,982.35,990.0,974.25,976.85,0.5455200452884696
2003-05-28,977.65,992.25,977.55,990.8,2.355371900826441
2003-05-29,990.8,1004.85,989.5,1002.6,4.085128471321056
2003-05-30,1000.05,1013.85,994.65,1006.8,4.019010228329378
2003-06-02,1006.85,1020.5,1004.7,1015.15,3.328413659728227
2003-06-03,1015.9,1016.9,1007.65,1010.65,3.4601013461636825
2003-06-04,1010.7,1022.75,1010.1,1021.05,3.0530884134033016
2003-06-05,1021.1,1038.3,1021.1,1035.05,3.2365848793137815
2003-06-06,1036.2,1048.85,1035.95,1046.4,3.933253873659126
2003-06-09,1046.0,1057.05,1039.85,1052.1,3.639856178889829
2003-06-10,1052.0,1056.55,1033.95,1037.8,2.686389947063759
2003-06-11,1038.0,1048.25,1035.0,1044.1,2.2574800450516648
2003-06-12,1044.2,1052.6,1043.1,1051.3,1.5699724650983171
2003-06-13,1050.95,1059.45,1050.95,1056.2,0.936544342507645
2003-06-16,1056.5,1059.8,1045.55,1051.8,-0.028514399771879084
2003-06-17,1052.3,1083.2,1052.3,1081.95,4.25419155906728
2003-06-18,1082.8,1093.2,1080.9,1086.75,4.08485777224405
2003-06-19,1085.95,1097.0,1078.9,1092.55,3.9237134975744254
2003-06-20,1092.65,1101.6,1081.35,1100.25,4.170611626585867
2003-06-23,1100.6,1106.15,1087.65,1089.2,3.555809089180457
2003-06-24,1089.2,1092.65,1079.1,1085.35,0.31424742363324754
2003-06-25,1085.65,1109.75,1084.35,1106.65,1.8311479181044632
2003-06-26,1106.8,1118.9,1106.8,1116.35,2.1783900050340748
2003-06-27,1117.45,1126.8,1109.35,1125.55,2.299477391501938
2003-06-30,1125.6,1141.3,1125.5,1134.15,4.126882115314004
2003-07-01,1133.95,1139.0,1125.75,1130.7,4.178375639194741
2003-07-03,1133.8,1150.75,1126.35,1144.65,3.433786653413449
2003-07-04,1145.6,1148.85,1134.0,1138.45,1.979665875397501
2003-07-07,1138.9,1145.75,1134.6,1140.55,1.3326818000088991
2003-07-08,1141.45,1153.15,1141.3,1145.9,1.0360181633822805
2003-07-09,1146.35,1155.3,1137.15,1141.05,0.9153621650305013
2003-07-10,1146.0,1163.6,1146.0,1162.35,1.546324203905101
2003-07-11,1162.3,1170.75,1157.45,1161.65,2.0378584918090468
2003-07-14,1161.2,1173.95,1161.2,1171.5,2.7136030862303215
2003-07-15,1171.5,1175.55,1148.8,1159.85,1.2173837158565135
2003-07-16,1158.7,1170.45,1148.6,1168.75,2.4275886245125093
2003-07-17,1168.85,1175.95,1145.65,1152.0,-0.8904374758033242
2003-07-18,1151.85,1162.6,1130.45,1140.0,-1.863728317479456
2003-07-21,1140.0,1146.4,1112.55,1115.8,-4.7545881348698344
2003-07-22,1115.35,1118.25,1089.3,1109.2,-4.36694400137948
2003-07-23,1109.6,1124.7,1109.6,1119.05,-4.2524064171123115
2003-07-24,1119.95,1144.35,1118.55,1139.45,-1.0894097222222285
2003-07-25,1135.5,1164.7,1135.05,1162.75,1.9956140350877263
2003-07-28,1163.25,1180.6,1163.25,1169.2,4.785803907510314
2003-07-29,1169.25,1177.25,1154.8,1174.75,5.909664623151812
2003-07-30,1175.3,1187.7,1168.45,1183.0,5.71466869219428
2003-07-31,1183.3,1198.5,1181.9,1185.85,4.072140067576456
2003-08-01,1185.8,1198.8,1180.3,1195.75,2.838099333476677
2003-08-04,1196.05,1206.1,1185.95,1203.6,2.942182689018111
2003-08-05,1203.9,1218.5,1181.0,1184.45,0.8257075973611308
2003-08-06,1184.1,1191.05,1164.75,1171.05,-1.010143702451387
2003-08-07,1170.75,1199.7,1170.75,1196.95,0.9360374414976604
2003-08-08,1199.7,1224.5,1199.7,1222.65,2.249634120844661
2003-08-11,1222.6,1240.35,1215.75,1232.85,2.430209371884345
2003-08-12,1233.95,1249.35,1229.8,1234.75,4.246696779095771
2003-08-13,1235.35,1249.35,1229.3,1246.9,6.477093206951039
2003-08-14,1247.0,1260.35,1243.4,1247.75,4.244120472868531
2003-08-18,1247.9,1285.7,1247.9,1281.4,4.805136384083752
2003-08-19,1286.05,1307.6,1268.1,1277.7,3.63791215476337
2003-08-20,1280.8,1292.95,1280.8,1287.4,4.264021056894123
2003-08-21,1288.2,1304.15,1287.0,1300.95,4.334750180447514
2003-08-22,1301.5,1319.45,1298.8,1311.15,5.0811460629132625
2003-08-25,1311.95,1332.55,1245.85,1271.1,-0.8038083346339988
2003-08-26,1270.2,1322.95,1269.5,1318.2,3.1697581591922983
2003-08-27,1318.75,1346.3,1318.75,1340.3,4.109057014137022
2003-08-28,1340.2,1349.0,1328.35,1341.05,3.082362888658281
2003-08-29,1341.2,1365.8,1340.8,1356.55,3.462609159897781
2003-09-01,1356.7,1379.4,1356.65,1375.95,8.248760915742295
2003-09-02,1375.95,1388.95,1366.9,1385.45,5.101653770292813
2003-09-03,1387.2,1394.95,1353.6,1359.35,1.4213235842721872
2003-09-04,1358.9,1382.6,1355.8,1372.7,2.3600909734909266
2003-09-05,1373.0,1400.9,1372.75,1398.4,3.0850318823486163
2003-09-08,1398.4,1420.25,1398.35,1417.35,3.0088302627275567
2003-09-09,1417.8,1430.7,1397.65,1407.05,1.559060233137231
2003-09-10,1407.0,1414.1,1389.65,1409.55,3.6929414793835207
2003-09-11,1409.65,1422.4,1399.6,1403.15,2.2182559918409055
2003-09-12,1405.55,1415.65,1367.15,1372.1,-1.8807208237986401
2003-09-15,1371.75,1371.85,1322.65,1329.25,-6.215825307792713
2003-09-16,1330.15,1362.1,1299.5,1357.95,-3.4895703777406624
2003-09-17,1357.95,1377.45,1332.2,1341.6,-4.820687453442602
2003-09-18,1341.45,1342.6,1299.25,1302.35,-7.183836368171626
2003-09-19,1303.2,1331.05,1285.25,1322.15,-3.640405218278545
2003-09-22,1319.25,1333.55,1300.25,1302.9,-1.9823208576264761
2003-09-23,1302.85,1333.7,1290.55,1328.2,-2.190802312308989
2003-09-24,1324.85,1373.9,1322.65,1372.05,2.269677996422189
2003-09-25,1371.45,1377.25,1352.8,1357.2,4.211617460744051
2003-09-26,1357.55,1389.3,1357.35,1386.95,4.901108043716661
2003-09-29,1386.9,1422.35,1386.1,1399.95,7.448768132627208
2003-09-30,1400.7,1418.1,1399.8,1417.1,6.693269085981029
2003-10-01,1416.6,1430.9,1407.95,1420.85,3.556721693815817
2003-10-03,1420.85,1451.2,1420.85,1449.3,6.786030061892134
2003-10-06,1449.45,1481.05,1423.75,1478.9,6.629654998377731
2003-10-07,1478.95,1498.45,1467.75,1477.85,5.564484445873049
2003-10-08,1477.85,1493.05,1460.6,1478.6,4.339848987368569
2003-10-09,1487.85,1505.05,1478.4,1502.1,5.718407995214122
2003-10-10,1507.1,1527.25,1505.1,1523.1,5.0921134340716065
2003-10-13,1523.35,1550.9,1516.05,1546.75,4.587869362363904
2003-10-14,1548.7,1562.85,1513.75,1520.8,2.9062489427208504
2003-10-15,1521.45,1543.85,1503.0,1537.0,3.9496821317462434
2003-10-16,1537.3,1563.4,1537.3,1555.7,3.568337660608492
2003-10-17,1565.2,1574.1,1552.15,1569.45,3.043135710065002
2003-10-20,1569.7,1574.1,1536.5,1542.7,-0.26183934055276836
2003-10-21,1546.2,1549.65,1496.95,1506.5,-0.9402945817990513
2003-10-22,1506.75,1522.65,1483.0,1494.1,-2.7911515940143232
2003-10-23,1494.75,1503.0,1466.25,1470.45,-5.479848299800736
2003-10-24,1485.8,1512.55,1434.75,1506.05,-4.039631718117818
2003-10-25,1506.05,1533.05,1506.05,1521.95,-1.345044402670652
2003-10-27,1522.05,1524.05,1482.0,1485.3,-1.4072353136408964
2003-10-28,1485.45,1500.8,1471.3,1481.75,-0.8265845659594362
2003-10-29,1481.3,1501.7,1477.1,1498.45,1.9041789928253365
2003-10-30,1499.25,1524.25,1495.8,1516.85,0.717107665748145
2003-10-31,1517.1,1559.75,1515.55,1555.9,2.230690889976671
2003-11-03,1556.5,1605.6,1556.5,1601.65,7.833434323032378
2003-11-04,1601.3,1626.4,1601.3,1618.7,9.242449805972669
2003-11-05,1618.7,1627.6,1592.55,1609.15,7.387633888351303
2003-11-06,1610.55,1630.25,1605.4,1612.2,6.286053334212355
2003-11-07,1612.1,1624.5,1585.35,1592.05,2.3234141011633085
2003-11-10,1603.55,1603.65,1568.1,1594.5,-0.4464146349077538
2003-11-11,1594.5,1608.85,1590.95,1601.15,-1.084203373077159
2003-11-12,1601.3,1617.75,1598.0,1603.8,-0.33247366622130414
2003-11-13,1610.4,1616.15,1573.6,1579.95,-2.0003721622627495
2003-11-14,1577.2,1580.3,1544.75,1550.45,-2.6129832605759873
2003-11-15,1549.65,1571.3,1542.0,1562.8,-1.9880840388836702
2003-11-17,1563.1,1584.75,1554.4,1579.9,-1.327171095774915
2003-11-18,1579.15,1591.25,1557.2,1564.4,-2.4566654196283793
2003-11-19,1563.95,1564.0,1534.35,1540.6,-2.49058514509953
2003-11-20,1542.85,1558.15,1517.9,1522.3,-1.8156019220226511
2003-11-21,1520.4,1547.0,1509.15,1540.7,-1.41412848733043
2003-11-24,1541.35,1554.05,1536.5,1543.9,-2.2786252294448985
2003-11-25,1543.95,1572.05,1543.95,1568.65,0.27166964970595586
2003-11-27,1568.85,1602.6,1568.7,1598.35,3.748539530053236
2003-11-28,1598.55,1618.95,1598.55,1615.25,6.105892399658416
2003-12-01,1615.85,1660.55,1615.7,1657.65,7.59070552346337
2003-12-02,1657.65,1671.85,1639.65,1658.5,7.422760541485857
2003-12-03,1660.7,1676.2,1655.9,1670.5,6.492844165365113
2003-12-04,1670.65,1683.75,1656.1,1675.2,4.808083335940211
2003-12-05,1675.5,1688.25,1642.05,1645.8,1.8913480885311742
2003-12-08,1644.85,1654.35,1631.85,1646.25,-0.6877205682743721
2003-12-09,1646.4,1677.9,1646.4,1675.85,1.0461260174856761
2003-12-10,1675.75,1697.3,1672.65,1686.9,0.9817419934151417
2003-12-11,1688.35,1701.7,1678.35,1695.4,1.2058261700095443
2003-12-12,1695.8,1705.95,1686.45,1698.9,3.226394458621968
2003-12-15,1699.7,1728.0,1699.7,1723.95,4.719817767653751
2003-12-16,1723.9,1740.3,1711.3,1736.25,3.604141182086721
2003-12-17,1736.35,1746.2,1725.4,1733.25,2.747643606615682
2003-12-18,1733.2,1759.0,1725.85,1756.1,3.580276041052244
2003-12-19,1757.0,1783.7,1755.4,1778.55,4.688327741479782
2003-12-22,1778.85,1794.3,1778.4,1789.15,3.782012239334094
2003-12-23,1789.1,1800.9,1751.05,1780.3,2.537077033837292
2003-12-24,1788.45,1815.6,1780.3,1808.7,4.3530938987451435
2003-12-26,1804.7,1840.35,1804.7,1837.05,4.6096463754911525
2003-12-29,1838.05,1876.0,1837.65,1874.05,5.3695426049309845
2003-12-30,1878.9,1914.4,1858.55,1873.25,4.7005561300058645
2003-12-31,1868.9,1895.65,1852.5,1879.75,5.5861371678930425
2004-01-01,1880.35,1917.05,1880.35,1912.25,5.725106430032611
2004-01-02,1912.25,1951.7,1911.05,1946.05,5.933425873002918
2004-01-05,1946.3,1969.2,1930.75,1955.0,4.319521891091483
2004-01-06,1955.1,1979.05,1908.75,1926.7,2.8533297744561565
2004-01-07,1927.95,1930.95,1888.1,1916.75,1.968346854634916
2004-01-08,1918.1,1973.45,1918.1,1968.55,2.9441757092430407
2004-01-09,1969.0,2014.65,1957.45,1971.9,1.3283317489273259
2004-01-12,1972.0,1980.55,1936.75,1945.6,-0.4808184143222576
2004-01-13,1944.7,1967.85,1926.1,1963.6,1.9151917786889499
2004-01-14,1987.4,1995.2,1970.1,1982.15,3.4120255641059174
2004-01-15,1983.2,2000.3,1933.25,1944.45,-1.2242513525183512
2004-01-16,1944.15,1953.05,1887.1,1900.65,-3.6132663928190993
2004-01-19,1901.9,1943.1,1874.95,1935.35,-0.5268297697368496
2004-01-20,1928.8,1957.65,1876.85,1893.25,-3.582705235282134
2004-01-21,1895.45,1899.55,1811.35,1824.6,-7.94843982544208
2004-01-22,1824.7,1854.55,1756.25,1770.5,-8.94597444007303
2004-01-23,1771.1,1858.5,1771.1,1847.55,-2.793781074895435
2004-01-27,1847.9,1911.3,1844.65,1904.7,-1.5836928720903103
2004-01-28,1903.9,1918.45,1846.35,1863.1,-1.5924996698798424
2004-01-29,1863.0,1883.1,1827.25,1843.6,1.0413241258358
2004-01-30,1843.7,1860.4,1804.3,1809.75,2.216887884778316
2004-02-03,1809.3,1815.95,1755.65,1769.0,-4.251576412005093
2004-02-04,1769.1,1829.65,1761.75,1822.2,-4.331390770200031
2004-02-05,1823.5,1846.75,1787.15,1804.5,-3.1452954752831204
2004-02-06,1804.35,1837.95,1797.95,1833.65,-0.5397049251464381
2004-02-09,1834.9,1885.2,1833.05,1880.7,3.9204309987567427
2004-02-10,1880.85,1897.0,1861.65,1880.75,6.317128321085349
2004-02-11,1891.8,1894.8,1874.5,1891.5,3.803095159697051
2004-02-12,1892.2,1906.1,1869.25,1885.3,4.477694652258251
2004-02-13,1875.6,1916.2,1873.25,1913.6,4.360155973059193
2004-02-16,1914.45,1929.5,1909.45,1913.55,1.7466900622108597
2004-02-17,1913.55,1926.15,1905.5,1920.1,2.0922504320085125
2004-02-18,1920.0,1935.8,1912.6,1916.45,1.3190589479249297
2004-02-19,1916.65,1919.7,1851.8,1858.3,-1.4321328170582888
2004-02-20,1858.25,1872.85,1831.15,1852.65,-3.185096153846146
2004-02-23,1853.0,1867.25,1800.2,1808.2,-5.5054741187844485
2004-02-24,1808.4,1826.85,1780.35,1821.35,-5.142961304098748
2004-02-25,1833.65,1834.1,1779.0,1786.8,-6.765112577943597
2004-02-26,1787.45,1818.6,1760.55,1765.8,-4.97766776085669
2004-02-27,1765.9,1807.45,1763.95,1800.3,-2.8256821310015567
2004-03-01,1798.35,1856.45,1795.35,1852.7,2.4610109501161332
2004-03-03,1852.45,1868.25,1842.45,1860.4,2.144014055508279
2004-03-04,1859.3,1867.95,1831.2,1843.85,3.1928587418849332
2004-03-05,1843.9,1871.1,1843.9,1867.7,5.770755464945083
2004-03-08,1868.15,1891.95,1867.95,1885.25,4.718658001444197
2004-03-09,1884.5,1898.7,1843.0,1866.05,0.7205699789496265
2004-03-10,1866.3,1866.4,1835.8,1844.35,-0.8627176951193434
2004-03-11,1843.95,1843.95,1798.45,1805.4,-2.0853106272202098
2004-03-12,1805.2,1820.95,1775.9,1812.2,-2.9715693098463305
2004-03-15,1812.45,1836.0,1751.8,1763.4,-6.463333775361363
2004-03-16,1763.35,1769.5,1730.1,1749.35,-6.253851718871417
2004-03-17,1749.6,1765.05,1738.85,1749.85,-5.123756336920877
2004-03-18,1750.0,1754.95,1708.3,1716.65,-4.915808131162066
2004-03-19,1716.3,1738.6,1703.55,1725.1,-4.806312769010049
